nlp_Problem_Term,PPL_Id,Snomed_Concept_Id,Snomed_Preferred_Term,UMLS_CUI,Snomed_Description_Id,Snomed_Description,Snomed_Description_Type,ICD9_Code,ICD9_Description,ICD10_Code,ICD10_Description,STY,Excluded,ProblemCategory,Source
Pulmonary disease due to Mycobacteria,NULL,84353005,Pulmonary disease due to Mycobacteria,C0275705,139899017,Pulmonary disease due to Mycobacteria,1,31,Pulmonary diseases due to other mycobacteria,A31.0,Pulmonary mycobacterial infection,Disease or Syndrome,N,NULL,PEPrL
Pulmonary edema,545,19242006,Pulmonary edema,C0034063,32441014,Pulmonary edema,1,514,Pulmonary edema NOS,J81.1,Chronic pulmonary edema,Disease or Syndrome,N,NULL,PEPrL and Subset
Pulmonary edema - acute,NULL,40541001,Acute pulmonary edema,C0155919,1490485013,Pulmonary edema - acute,2,518.4,Acute lung edema NOS,J81,Acute respiratory distress syndrome,Disease or Syndrome,N,NULL,MTERMS
pulmonary edema with heart,NULL,85232009,Left heart failure,C0023212,141305014,Acute pulmonary edema with heart disease,2,428.1,Left heart failure,I50.1,Left ventricular failure,Disease or Syndrome,N,Congestive Heart Failure,MTERMS
pulmonary edema with heart disease,NULL,85232009,Left heart failure,C0023212,141305014,Acute pulmonary edema with heart disease,2,428.1,Left heart failure,I50.1,Left ventricular failure,Disease or Syndrome,N,Congestive Heart Failure,MTERMS
Pulmonary embolism,361,59282003,Pulmonary embolism,C0034065,98484016,Pulmonary embolism,1,415.19,Other pulmonary embolism and infarction,I26.99,Other pulmonary embolism without acute cor pulmonale,Disease or Syndrome,N,NULL,PEPrL and Subset
pulmonary embolus,NULL,161512007,H/O: pulmonary embolus,C0455537,2666031012,History of - pulmonary embolus,2,V12.59,Personal history of other diseases of circulatory system,Z86.711,Personal history of pulmonary embolism,Finding,N,NULL,MTERMS
Pulmonary emphysema,NULL,87433001,Pulmonary emphysema,C0034067,144964015,Pulmonary emphysema,1,492.8,Emphysema NEC,J43.8,Other emphysema,Disease or Syndrome,N,Chronic Obstructive Pulmonary Disease,PEPrL and Subset
Pulmonary emphysema in alpha-1 PI deficiency,NULL,233674008,Pulmonary emphysema in alpha-1 PI deficiency,C0340050,350142010,Pulmonary emphysema in alpha-1 PI deficiency,1,492.8,Emphysema NEC,J43.8,Other emphysema,Disease or Syndrome,N,Chronic Obstructive Pulmonary Disease,MTERMS
pulmonary fibrosis,850,51615001,Fibrosis of lung,C0034069,85960018,Pulmonary fibrosis,2,515,Postinflam pulm fibrosis,J84.10,"Pulmonary fibrosis, unspecified",Disease or Syndrome,N,NULL,MTERMS
pulmonary heart,NULL,87837008,Chronic pulmonary heart disease,C0238074,145620019,Chronic pulmonary heart disease,1,416.9,Cor pulmonale NOS,I27.9,"Pulmonary heart disease, unspecified",Disease or Syndrome,N,NULL,MTERMS
pulmonary heart disease,NULL,87837008,Chronic pulmonary heart disease,C0238074,145620019,Chronic pulmonary heart disease,1,416.9,Cor pulmonale NOS,I27.9,"Pulmonary heart disease, unspecified",Disease or Syndrome,N,NULL,MTERMS
Pulmonary hypertension,362,70995007,Pulmonary hypertension,C0020542,117919017,Pulmonary hypertension,1,747.9,Circulatory anomaly NOS,P29.3,Persistent fetal circulation,Disease or Syndrome,N,Excluded Hypertension,PEPrL and Subset
Pulmonary hypoperfusion condition of newborn,NULL,46775006,Respiratory distress syndrome in the newborn,C0035220,77962015,Pulmonary hypoperfusion syndrome of newborn,2,770.8,Perinatal chr resp dis,P22.9,"Respiratory distress of newborn, unspecified",Disease or Syndrome,N,NULL,MTERMS
Pulmonary hypoperfusion disease of newborn,NULL,46775006,Respiratory distress syndrome in the newborn,C0035220,77962015,Pulmonary hypoperfusion syndrome of newborn,2,770.8,Perinatal chr resp dis,P22.9,"Respiratory distress of newborn, unspecified",Disease or Syndrome,N,NULL,MTERMS
Pulmonary hypoperfusion disorder of newborn,NULL,46775006,Respiratory distress syndrome in the newborn,C0035220,77962015,Pulmonary hypoperfusion syndrome of newborn,2,770.8,Perinatal chr resp dis,P22.9,"Respiratory distress of newborn, unspecified",Disease or Syndrome,N,NULL,MTERMS
Pulmonary hypoperfusion of newborn,NULL,46775006,Respiratory distress syndrome in the newborn,C0035220,77962015,Pulmonary hypoperfusion syndrome of newborn,2,770.8,Perinatal chr resp dis,P22.9,"Respiratory distress of newborn, unspecified",Disease or Syndrome,N,NULL,MTERMS
Pulmonary hypoperfusion syndrome of newborn,NULL,46775006,Respiratory distress syndrome in the newborn,C0035220,77962015,Pulmonary hypoperfusion syndrome of newborn,2,770.8,Perinatal chr resp dis,P22.9,"Respiratory distress of newborn, unspecified",Disease or Syndrome,N,NULL,MTERMS
Pulmonary infarction,NULL,64662007,Pulmonary infarction,C0034074,107459015,Pulmonary infarction,1,415.19,Other pulmonary embolism and infarction,I26.99,Other pulmonary embolism without acute cor pulmonale,Disease or Syndrome,N,NULL,PEPrL
Pulmonary insufficiency following shock,NULL,67782005,Adult respiratory distress syndrome,C0035222,112581014,Pulmonary insufficiency following shock,2,518.52,Pulmonary insufficiency following trauma,T75.1XX?,"Other effects of lightning, sequela",Disease or Syndrome,N,NULL,MTERMS
Pulmonary insufficiency following surgery,NULL,67782005,Adult respiratory distress syndrome,C0035222,112582019,Pulmonary insufficiency following surgery,2,518.52,Pulmonary insufficiency following trauma,T75.1XX?,"Other effects of lightning, sequela",Disease or Syndrome,N,NULL,MTERMS
Pulmonary insufficiency following trauma,NULL,196153002,Pulmonary insufficiency following trauma,C1368020,301749010,Pulmonary insufficiency following trauma,1,518.82,Other pulmonary insuff,J80,Acute respiratory distress syndrome,Disease or Syndrome,N,NULL,PEPrL
Pulmonary lymphangioleiomyomatosis,NULL,277844007,Pulmonary lymphangioleiomyomatosis,C0349649,414565017,Pulmonary lymphangioleiomyomatosis,1,518.89,Other lung disease NEC,J98.4,Other disorders of lung,Neoplastic Process,N,NULL,PEPrL
Pulmonary metastasis,NULL,94391008,Secondary malignant neoplasm of lung,C0153676,1235838011,Pulmonary metastasis,2,197,Secondary malignant neoplasm of lung,C78.00,Secondary malignant neoplasm of unspecified lung,Neoplastic Process,N,NULL,MTERMS
Pulmonary mycobacterium avium-intracellulare infection,NULL,373435003,Battey disease,C0700226,1229247010,Pulmonary mycobacterium avium-intracellulare infection,2,31,Pulmonary diseases due to other mycobacteria,A31.0,Pulmonary mycobacterial infection,Disease or Syndrome,N,NULL,MTERMS
Pulmonary mycobacterium intracellulare infection,NULL,373435003,Battey disease,C0700226,2840709013,Pulmonary mycobacterium intracellulare infection,2,31,Pulmonary diseases due to other mycobacteria,A31.0,Pulmonary mycobacterial infection,Disease or Syndrome,N,NULL,MTERMS
pulmonary nodule,363,427359005,Solitary nodule of lung,C1960053,NULL,NULL,NULL,518.89,Other lung disease NEC,J98.4,Other disorders of lung,Finding,N,NULL,MTERMS
pulmonary oedema,545,19242006,Pulmonary edema,C0034063,479262018,Pulmonary oedema,1,514,Pulmonary edema NOS,J81.1,Chronic pulmonary edema,Disease or Syndrome,N,NULL,MTERMS
Pulmonary oedema - acute,NULL,40541001,Acute pulmonary edema,C0155919,1490256017,Pulmonary oedema - acute,2,518.4,Acute lung edema NOS,J81,Acute respiratory distress syndrome,Disease or Syndrome,N,NULL,MTERMS
Pulmonary pneumocystosis,328,415125002,Pneumocystosis pneumonia,C1535939,2537083015,Pulmonary pneumocystosis,2,136.3,Pneumocystosis,B59,Pneumocystosis,Disease or Syndrome,N,NULL,MTERMS
Pulmonary sarcoidosis,NULL,24369008,Pulmonary sarcoidosis,C0036205,40879015,Pulmonary sarcoidosis,1,517.8,Lung involvement in other diseases classified elsewhere,J99.8,Respiratory disorders in diseases classified elsewhere,Disease or Syndrome,N,NULL,PEPrL and Subset
Pulmonary stenosis,794,56786000,Pulmonic valve stenosis,C0034089,1231651014,Pulmonary stenosis,2,424.3,Pulmonary valve disorder,I37.0,Nonrheumatic pulmonary valve stenosis,Disease or Syndrome,N,NULL,MTERMS
"Pulmonary stenosis, non-rheumatic",NULL,194997002,"Pulmonary stenosis, non-rheumatic",C0340395,300008014,"Pulmonary stenosis, non-rheumatic",1,424.3,Pulmonary valve disorder,I37.2,Nonrheumatic pulmonary valve stenosis with insufficiency,Disease or Syndrome,N,NULL,Subset
Pulmonary tuberculosis,NULL,154283005,Pulmonary tuberculosis,C0041327,239551014,Pulmonary tuberculosis,1,11.9,"Pulmonary tuberculosis, unspecified, unspecified",A15.0,Tuberculosis of lung,Disease or Syndrome,N,Tuberculosis,Subset
Pulmonary valve incompetence,NULL,91434003,Pulmonic valve regurgitation,C0034088,189237010,Pulmonary valve incompetence,2,424.3,Pulmonary valve disorder,I09.89,Other specified rheumatic heart diseases,Pathologic Function,N,NULL,MTERMS
Pulmonary valve insufficiency,NULL,91434003,Pulmonic valve regurgitation,C0034088,189236018,Pulmonary valve insufficiency,2,424.3,Pulmonary valve disorder,I09.89,Other specified rheumatic heart diseases,Pathologic Function,N,NULL,MTERMS
Pulmonary valve regurgitation,NULL,91434003,Pulmonic valve regurgitation,C0034088,189241014,Pulmonary valve regurgitation,2,424.3,Pulmonary valve disorder,I09.89,Other specified rheumatic heart diseases,Pathologic Function,N,NULL,MTERMS
pulmonary valve stenosis,794,56786000,Pulmonic valve stenosis,C0034089,94443010,Pulmonary valve stenosis,2,746.02,"Stenosis of pulmonary valve, congenital",I37.0,Nonrheumatic pulmonary valve stenosis,Disease or Syndrome,N,NULL,MTERMS
Pulmonary vein stenosis,NULL,234062003,Pulmonary vein stenosis,C0340756,350691015,Pulmonary vein stenosis,1,747.49,Other anomalies of great veins,Q26.8,Other congenital malformations of great veins,Disease or Syndrome,N,NULL,PEPrL
Pulmonic insufficiency,NULL,91434003,Pulmonic valve regurgitation,C0034088,1235668016,Pulmonic insufficiency,2,424.3,Pulmonary valve disorder,I09.89,Other specified rheumatic heart diseases,Pathologic Function,N,NULL,MTERMS
Pulmonic regurgitation,NULL,91434003,Pulmonic valve regurgitation,C0034088,189238017,Pulmonic regurgitation,2,424.3,Pulmonary valve disorder,I09.89,Other specified rheumatic heart diseases,Pathologic Function,N,NULL,MTERMS
Pulmonic stenosis,794,56786000,Pulmonic valve stenosis,C0034089,1231649010,Pulmonic stenosis,2,424.3,Pulmonary valve disorder,I37.0,Nonrheumatic pulmonary valve stenosis,Disease or Syndrome,N,NULL,MTERMS
Pulmonic valve incompetence,NULL,91434003,Pulmonic valve regurgitation,C0034088,189243012,Pulmonic valve incompetence,2,424.3,Pulmonary valve disorder,I09.89,Other specified rheumatic heart diseases,Pathologic Function,N,NULL,MTERMS
Pulmonic valve insufficiency,NULL,91434003,Pulmonic valve regurgitation,C0034088,189235019,Pulmonic valve insufficiency,2,424.3,Pulmonary valve disorder,I09.89,Other specified rheumatic heart diseases,Pathologic Function,N,NULL,MTERMS
Pulmonic valve regurgitation,NULL,91434003,Pulmonic valve regurgitation,C0034088,178508012,Pulmonic valve regurgitation,1,424.3,Pulmonary valve disorder,I09.89,Other specified rheumatic heart diseases,Pathologic Function,N,NULL,Subset
Pulmonic valve stenosis,794,56786000,Pulmonic valve stenosis,C0034089,94441012,Pulmonic valve stenosis,1,424.3,Pulmonary valve disorder,I37.0,Nonrheumatic pulmonary valve stenosis,Disease or Syndrome,N,NULL,PEPrL
Pulsatile haematoma,NULL,22036004,Pseudoaneurysm,C1510412,481200016,Pulsatile haematoma,2,NULL,NULL,NULL,NULL,Pathologic Function,N,NULL,MTERMS
Pulsatile hematoma,NULL,22036004,Pseudoaneurysm,C1510412,36972018,Pulsatile hematoma,2,NULL,NULL,NULL,NULL,Pathologic Function,N,NULL,MTERMS
Pulsating exophthalmos,NULL,2284002,Pulsating exophthalmos,C0155271,4935016,Pulsating exophthalmos,1,376.35,Pulsating exophthalmos,H05.269,"Pulsating exophthalmos, unspecified eye",Disease or Syndrome,N,NULL,PEPrL
Pulseless,960,359789008,Takayasu's disease,C0039263,475145012,Pulseless disease,2,446.7,Takayasu's disease,M31.4,Aortic arch syndrome [Takayasu],Disease or Syndrome,N,NULL,MTERMS
Pulseless disease,960,359789008,Takayasu's disease,C0039263,475145012,Pulseless disease,2,446.7,Takayasu's disease,M31.4,Aortic arch syndrome [Takayasu],Disease or Syndrome,N,NULL,MTERMS
Punctal stenosis,NULL,74783009,Stenosis of lacrimal punctum,C0155244,2647314014,Punctal stenosis,2,375.52,Stenosis of lacrimal punctum,H04.569,Stenosis of unspecified lacrimal punctum,Disease or Syndrome,N,NULL,MTERMS
Punctate epithelial keratoconjunctivitis,1576,42513006,Punctate keratitis,C0259799,493337018,Punctate epithelial keratoconjunctivitis,2,370.21,Punctate keratitis,H16.149,"Punctate keratitis, unspecified eye",Disease or Syndrome,N,NULL,MTERMS
Punctate keratitis,1576,42513006,Punctate keratitis,C0259799,70919018,Punctate keratitis,1,370.21,Punctate keratitis,H16.149,"Punctate keratitis, unspecified eye",Disease or Syndrome,N,NULL,PEPrL and Subset
Punctate palmoplantar keratoderma,NULL,402773000,Punctate palmoplantar keratoderma,C1274216,1781867012,Punctate palmoplantar keratoderma,1,701.1,"Keratoderma, acquired",L85.2,Keratosis punctata (palmaris et plantaris),Congenital Abnormality,N,NULL,PEPrL
punctuate keratitis,1576,42513006,Punctate keratitis,C0259799,NULL,NULL,NULL,370.21,Punctate keratitis,H16.149,"Punctate keratitis, unspecified eye",Disease or Syndrome,N,NULL,MTERMS
Puncture wound,NULL,312609001,Puncture wound - injury,C0033119,2921037013,Puncture wound,2,959.8,Injury mlt site/site NEC,T14.8,Other injury of unspecified body r,Injury or Poisoning,N,NULL,MTERMS
Puncture wound - injury,NULL,312609001,Puncture wound - injury,C0033119,456361012,Puncture wound - injury,1,959.8,Injury mlt site/site NEC,T14.8,Other injury of unspecified body r,Injury or Poisoning,N,NULL,Subset
Puncture wound of skin,NULL,283497000,Puncture wound of skin,C0561369,422021019,Puncture wound of skin,1,959.8,Injury mlt site/site NEC,T14.8,Other injury of unspecified body r,Injury or Poisoning,N,NULL,Subset
PUO - Pelviureteric obstruction,NULL,95575002,Obstruction of pelviureteric junction,C0521619,1235922016,PUO - Pelviureteric obstruction,2,593.4,Other ureteric obstruction,N13.5,Crossing vessel and stricture of ureter without hydronephrosis,Anatomical Abnormality,N,NULL,MTERMS
PUO - Pyrexia of unknown origin,148,7520000,Pyrexia of unknown origin,C0015970,1233845013,PUO - Pyrexia of unknown origin,2,778.4,NB temp regulat dis NEC,P81.9,"Disturbance of temperature regulation of newborn, unspecified",Sign or Symptom,N,NULL,MTERMS
"Pure gonadal dysgenesis 46,XX",NULL,95198001,"Pure gonadal dysgenesis 46,XX",C0685837,157699018,"Pure gonadal dysgenesis 46,XX",1,752.7,Indeterminate sex,Q99.1,"46, XX true hermaphrodite",Congenital Abnormality,N,NULL,PEPrL
"Pure gonadal dysgenesis 46,XY",NULL,95218005,"Pure gonadal dysgenesis 46,XY",C2936694,157736019,"Pure gonadal dysgenesis 46,XY",1,752.7,Indeterminate sex,Q99.1,"46, XX true hermaphrodite",Disease or Syndrome,N,NULL,PEPrL
Pure hypercholesterolaemia,NULL,267432004,Pure hypercholesterolemia,C0678189,398852019,Pure hypercholesterolaemia,1,272,Pure hypercholesterolemia,E78.0,Pure hypercholesterolemia,Disease or Syndrome,N,Hyperlipidemia,MTERMS
Pure hypercholesterolemia,NULL,267432004,Pure hypercholesterolemia,C0678189,398853012,Pure hypercholesterolemia,1,272,Pure hypercholesterolemia,E78.0,Pure hypercholesterolemia,Disease or Syndrome,N,Hyperlipidemia,PEPrL and Subset
Pure hyperglyceridaemia,NULL,267433009,Pure hyperglyceridemia,C0020480,398855017,Pure hyperglyceridaemia,1,272.1,Pure hyperglyceridemia,E78.1,Pure hyperglyceridemia,Disease or Syndrome,N,Hyperlipidemia,MTERMS
Pure hyperglyceridemia,NULL,267433009,Pure hyperglyceridemia,C0020480,398854018,Pure hyperglyceridemia,1,272.1,Pure hyperglyceridemia,E78.1,Pure hyperglyceridemia,Disease or Syndrome,N,Hyperlipidemia,Subset
Pure red cell anaemia,NULL,50715003,Pure red cell aplasia,C0034902,495764016,Pure red cell anaemia,2,284.81,Red cell aplasia (acquired)(adult)(with thymoma),D60.9,"Acquired pure red cell aplasia, unspecified",Disease or Syndrome,N,NULL,MTERMS
Pure red cell anemia,NULL,50715003,Pure red cell aplasia,C0034902,84527019,Pure red cell anemia,2,284.81,Red cell aplasia (acquired)(adult)(with thymoma),D60.9,"Acquired pure red cell aplasia, unspecified",Disease or Syndrome,N,NULL,MTERMS
Pure red cell aplasia,NULL,50715003,Pure red cell aplasia,C0034902,84523015,Pure red cell aplasia,1,284.81,Red cell aplasia (acquired)(adult)(with thymoma),D60.9,"Acquired pure red cell aplasia, unspecified",Disease or Syndrome,N,NULL,PEPrL and Subset
Pure water depletion,594,34095006,Dehydration,C0011175,56943011,Pure water depletion syndrome,2,276.51,Dehydration,E86.0,Dehydration,Disease or Syndrome,N,NULL,MTERMS
Pure water depletion condition,594,34095006,Dehydration,C0011175,56943011,Pure water depletion syndrome,2,276.51,Dehydration,E86.0,Dehydration,Disease or Syndrome,N,NULL,MTERMS
Pure water depletion disease,594,34095006,Dehydration,C0011175,56943011,Pure water depletion syndrome,2,276.51,Dehydration,E86.0,Dehydration,Disease or Syndrome,N,NULL,MTERMS
Pure water depletion disorder,594,34095006,Dehydration,C0011175,56943011,Pure water depletion syndrome,2,276.51,Dehydration,E86.0,Dehydration,Disease or Syndrome,N,NULL,MTERMS
Pure water depletion syndrome,594,34095006,Dehydration,C0011175,56943011,Pure water depletion syndrome,2,276.51,Dehydration,E86.0,Dehydration,Disease or Syndrome,N,NULL,MTERMS
Purpura,NULL,423902002,Purpura,C0034150,2643270010,Purpura,1,287.2,Other nonthrombocytopenic purpuras,D69.2,Other nonthrombocytopenic purpura,Disease or Syndrome,N,NULL,Subset
Purulent dermatitis,NULL,70759006,Pyoderma,C0034212,117541014,Purulent dermatitis,2,686,"Pyoderma, unspecified",L08.0,Pyoderma,Disease or Syndrome,N,NULL,MTERMS
Purulent endophthalmitis,NULL,41720003,Purulent endophthalmitis,C0259800,69598013,Purulent endophthalmitis,1,360,"Purulent endophthalmitis, unspecified",H44.009,"Unspecified purulent endophthalmitis, unspecified eye",Disease or Syndrome,N,NULL,PEPrL
purulent otitis media,NULL,38394007,Chronic purulent otitis media,C0271454,63478014,Chronic purulent otitis media,1,382.3,Unspecified chronic suppurative otitis media,H66.3,"Chronic atticoantral suppurative otitis media, bilateral",Disease or Syndrome,N,NULL,MTERMS
Purulent pleurisy,1109,58554001,Empyema of pleura,C0014013,1231843013,Purulent pleurisy,2,510.9,Empyema w/o fistula,J86.9,Pyothorax without fistula,Disease or Syndrome,N,NULL,MTERMS
Purulent rhinitis,NULL,8442000,Purulent rhinitis,C0264272,14935016,Purulent rhinitis,1,472,Chronic rhinitis,J31.0,Chronic rhinitis,Sign or Symptom,N,NULL,Subset
Pussey spot,NULL,271760008,Pustule,C0241157,406677012,Pussey spot,2,686.9,Local skin infection NOS,L08.9,"Local infection of the skin and subcutaneous tissue, unspecified",Finding,N,NULL,MTERMS
Pustule,NULL,271760008,Pustule,C0241157,406676015,Pustule,1,686.9,Local skin infection NOS,L08.9,"Local infection of the skin and subcutaneous tissue, unspecified",Finding,N,NULL,Subset
Pustuloderma,NULL,70759006,Pyoderma,C0034212,117545017,Pustuloderma,2,686,"Pyoderma, unspecified",L08.0,Pyoderma,Disease or Syndrome,N,NULL,MTERMS
PV - Congenital pulmonary valve stenosis,NULL,67278007,Congenital stenosis of pulmonary valve,C0162164,1232904012,PV - Congenital pulmonary valve stenosis,2,746.02,"Stenosis of pulmonary valve, congenital",Q22.1,Congenital pulmonary valve stenosis,Congenital Abnormality,N,NULL,MTERMS
PV - Pityriasis versicolor,740,56454009,Pityriasis versicolor,C0040262,1231608010,PV - Pityriasis versicolor,2,111,Pityriasis versicolor,B36.0,Pityriasis versicolor,Disease or Syndrome,N,NULL,MTERMS
PV - Vaginal bleeding,NULL,399221001,Bleeding from vagina,C2979982,1786760018,PV - Vaginal bleeding,2,623.8,Hemorrhage of vagina,N89.8,Other specified noninflammatory disorders of vagina,Disease or Syndrome,N,NULL,MTERMS
PV - Vaginal blood loss,NULL,399221001,Bleeding from vagina,C2979982,1786759011,PV - Vaginal blood loss,2,623.8,Hemorrhage of vagina,N89.8,Other specified noninflammatory disorders of vagina,Disease or Syndrome,N,NULL,MTERMS
PVD - Peripheral vascular,321,399957001,Peripheral arterial occlusive disease,C1306889,1787052019,PVD - Peripheral vascular disease,2,336.1,Vascular myelopathies,G95.19,Other vascular myelopathies,Disease or Syndrome,N,NULL,MTERMS
PVD - Peripheral vascular disease,321,399957001,Peripheral arterial occlusive disease,C1306889,1787052019,PVD - Peripheral vascular disease,2,336.1,Vascular myelopathies,G95.19,Other vascular myelopathies,Disease or Syndrome,N,NULL,MTERMS
PVD - Posterior vitreous detachment,NULL,247081001,Posterior vitreous detachment,C0423361,368990015,PVD - Posterior vitreous detachment,2,379.21,Vitreous detachment,H43.819,"Vitreous degeneration, unspecified eye",Disease or Syndrome,N,NULL,MTERMS
PVD-peripheral vascular,NULL,400047006,Peripheral vascular disease,C0085096,2162392019,PVD-peripheral vascular disease,2,443.9,Periph vascular dis NOS,I73.9,"Peripheral vascular disease, unspecified",Disease or Syndrome,N,NULL,MTERMS
PVD-peripheral vascular disease,NULL,400047006,Peripheral vascular disease,C0085096,2162392019,PVD-peripheral vascular disease,2,443.9,Periph vascular dis NOS,I73.9,"Peripheral vascular disease, unspecified",Disease or Syndrome,N,NULL,MTERMS
PVFS - Postviral fatigue condition,78,52702003,Chronic fatigue syndrome,C0015674,496411013,PVFS - Postviral fatigue syndrome,2,780.71,Chronic fatigue syndrome,R53.82,"Chronic fatigue, unspecified",Disease or Syndrome,N,NULL,MTERMS
PVFS - Postviral fatigue disease,78,52702003,Chronic fatigue syndrome,C0015674,496411013,PVFS - Postviral fatigue syndrome,2,780.71,Chronic fatigue syndrome,R53.82,"Chronic fatigue, unspecified",Disease or Syndrome,N,NULL,MTERMS
PVFS - Postviral fatigue disorder,78,52702003,Chronic fatigue syndrome,C0015674,496411013,PVFS - Postviral fatigue syndrome,2,780.71,Chronic fatigue syndrome,R53.82,"Chronic fatigue, unspecified",Disease or Syndrome,N,NULL,MTERMS
PVFS - Postviral fatigue syndrome,78,52702003,Chronic fatigue syndrome,C0015674,496411013,PVFS - Postviral fatigue syndrome,2,780.71,Chronic fatigue syndrome,R53.82,"Chronic fatigue, unspecified",Disease or Syndrome,N,NULL,MTERMS
PVNS - Pigmented villonodular synovitis,947,95412009,Pigmented villonodular synovitis,C0039106,512111019,PVNS - Pigmented villonodular synovitis,2,719.2,"Villonodular synovitis, site unspecified",M12.20,"Villonodular synovitis (pigmented), unspecified site",Neoplastic Process,N,NULL,MTERMS
PVR - Pulmonary regurgitation,NULL,91434003,Pulmonic valve regurgitation,C0034088,1235667014,PVR - Pulmonary regurgitation,2,424.3,Pulmonary valve disorder,I09.89,Other specified rheumatic heart diseases,Pathologic Function,N,NULL,MTERMS
PVS - Pulmonary valve stenosis,794,56786000,Pulmonic valve stenosis,C0034089,1231648019,PVS - Pulmonary valve stenosis,2,424.3,Pulmonary valve disorder,I37.0,Nonrheumatic pulmonary valve stenosis,Disease or Syndrome,N,NULL,MTERMS
PVT - Portal vein thrombosis,NULL,17920008,Portal vein thrombosis,C0155773,1221613018,PVT - Portal vein thrombosis,2,452,Portal vein thrombosis,I81,Portal vein thrombosis,Disease or Syndrome,N,NULL,MTERMS
PWS - Port-wine stain,NULL,416377005,Port-wine stain of skin,C0235752,2553780018,PWS - Port-wine stain,2,757.32,Vascular hamartomas,Q82.5,Congenital non-neoplastic nevus,Congenital Abnormality,N,NULL,MTERMS
PXF - Pseudoexfoliation of lens capsule,NULL,44219007,Pseudoexfoliation of lens capsule,C0311341,1230072019,PXF - Pseudoexfoliation of lens capsule,2,366.11,Pseudoexfoliation of lens capsule,H26.8,Other specified cataract,Disease or Syndrome,N,NULL,MTERMS
Pyelonephritis,492,45816000,Pyelonephritis,C0034186,76408015,Pyelonephritis,1,590.8,"Pyelonephritis, unspecified",N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",Disease or Syndrome,N,NULL,PEPrL and Subset
Pygalgia,NULL,279043006,Pain in buttock,C0231710,2476105018,Pygalgia,2,729.1,Myalgia and myositis NOS,M79.1,Myalgia,Sign or Symptom,N,NULL,MTERMS
Pyloric stenosis,781,367403001,Pyloric stenosis,C0034194,491851019,Pyloric stenosis,1,537,Acq pyloric stenosis,K31.1,Adult hypertrophic pyloric stenosis,Finding,N,NULL,PEPrL and Subset
Pyoderma,NULL,70759006,Pyoderma,C0034212,117539013,Pyoderma,1,686,"Pyoderma, unspecified",L08.0,Pyoderma,Disease or Syndrome,N,NULL,Subset
pyoderma gangrenosum,NULL,74578003,Pyoderma gangrenosum,C0085652,123871011,Pyoderma gangrenosum,1,686.01,Pyoderma gangrenosum,L88,Pyoderma gangrenosum,Disease or Syndrome,N,wound,Readmission
Pyodermia,NULL,70759006,Pyoderma,C0034212,117540010,Pyodermia,2,686,"Pyoderma, unspecified",L08.0,Pyoderma,Disease or Syndrome,N,NULL,MTERMS
Pyogenic arthritis,383,48245008,Bacterial arthritis,C1692886,495040011,Pyogenic arthritis,2,711,"Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site",M00.9,"Pyogenic arthritis, unspecified",Disease or Syndrome,N,NULL,MTERMS
Pyogenic dermatitis,NULL,70759006,Pyoderma,C0034212,117544018,Pyogenic dermatitis,2,686,"Pyoderma, unspecified",L08.0,Pyoderma,Disease or Syndrome,N,NULL,MTERMS
Pyogenic granuloma,NULL,200722003,Pyogenic granuloma,C0085653,308405018,Pyogenic granuloma,1,686.1,"Granuloma, suppurative",L98.0,Pyogenic granuloma,Disease or Syndrome,N,NULL,Subset
Pyogenic granuloma of skin,NULL,39629007,Pyogenic granuloma of skin,C0263218,66461010,Pyogenic granuloma of skin,1,686.1,"Granuloma, suppurative",L98.0,Pyogenic granuloma,Disease or Syndrome,N,NULL,PEPrL and Subset
Pyogenic infection of skin and subcutis,NULL,70759006,Pyoderma,C0034212,1233315017,Pyogenic infection of skin and subcutis,2,686,"Pyoderma, unspecified",L08.0,Pyoderma,Disease or Syndrome,N,NULL,MTERMS
Pyogenic inflammation of bone,297,60168000,Osteomyelitis,C0029443,99952014,Pyogenic inflammation of bone,2,730.2,"Unspecified osteomyelitis, site unspecified",M86.9,"Osteomyelitis, unspecified",Disease or Syndrome,N,NULL,MTERMS
Pyometra,NULL,88981003,Pyometra,C0034215,147534012,Pyometra,1,615,Ac uterine inflammation,N71.0,Acute inflammatory disease of uterus,Disease or Syndrome,N,NULL,PEPrL and Subset
Pyonephrosis,NULL,48631008,Pyonephrosis,C0034216,81033017,Pyonephrosis,1,584.7,"Ac kidny fail, medu necr",N17.2,Acute kidney failure with medullary necrosis                                                                                                                                                                                                                    Y,Disease or Syndrome,N,NULL,Subset
Pyosalpingitis,NULL,397810006,Pyosalpinx,C0034220,1785972010,Pyosalpingitis,2,614.2,Pyosalpinx,N70.93,"Salpingitis and oophoritis, unspecified",Disease or Syndrome,N,NULL,MTERMS
Pyosalpinx,NULL,397810006,Pyosalpinx,C0034220,1777414016,Pyosalpinx,1,614.2,Pyosalpinx,N70.93,"Salpingitis and oophoritis, unspecified",Disease or Syndrome,N,NULL,PEPrL and Subset
Pyothorax,1109,58554001,Empyema of pleura,C0014013,1231844019,Pyothorax,2,510.9,Empyema w/o fistula,J86.9,Pyothorax without fistula,Disease or Syndrome,N,NULL,MTERMS
